##Meta
#StationNumber;StartDate;EndDate ;Latitude;Longitude;Elevation;StationName                             ;EOR
#        34413;19890301 ;20201031; 47.5617;  18.9656;    256.0;Budapest Pesthidegkút                   ;EOR
#        34413;20201101 ;20240228; 47.5617;  18.9656;    256.0;Budapest Pesthidegkút                   ;EOR
##Meta END

StationNumber;    Time;     r; Q_r;  rh;Q_rh; rf1;Q_rf1; rf2;Q_rf2;EOR
        34413;20020101;   0.0;    ;   4;    ;-999;     ;-999;     ;EOR
        34413;20020102;   0.4;    ;   4;    ;   4;     ;-999;     ;EOR
        34413;20020103;   0.0;    ;   5;    ;-999;     ;-999;     ;EOR
        34413;20020104;   0.0;    ;   5;    ;-999;     ;-999;     ;EOR
        34413;20020105;   0.0;    ;   5;    ;-999;     ;-999;     ;EOR
        34413;20020106;   0.0;    ;   5;    ;-999;     ;-999;     ;EOR
        34413;20020107;   0.0;    ;   4;    ;-999;     ;-999;     ;EOR
        34413;20020108;   0.0;    ;   4;    ;-999;     ;-999;     ;EOR
        34413;20020109;   0.0;    ;   3;    ;-999;     ;-999;     ;EOR
        34413;20020110;   0.0;    ;   2;    ;-999;     ;-999;     ;EOR
        34413;20020111;   0.0;    ;   2;    ;   0;     ;-999;     ;EOR
        34413;20020112;   0.0;    ;   2;    ;   2;     ;-999;     ;EOR
        34413;20020113;   0.7;    ;   2;    ;   4;     ;-999;     ;EOR
        34413;20020114;   0.3;    ;   2;    ;   4;     ;-999;     ;EOR
        34413;20020115;   0.0;    ;   2;    ;-999;     ;-999;     ;EOR
        34413;20020116;   0.2;    ;   2;    ;   4;     ;-999;     ;EOR
        34413;20020117;   0.0;    ;   3;    ;   4;     ;-999;     ;EOR
        34413;20020118;   0.0;    ;   2;    ;-999;     ;-999;     ;EOR
        34413;20020119;   0.8;    ;   2;    ;   4;     ;-999;     ;EOR
        34413;20020120;   0.3;    ;   2;    ;   1;     ;-999;     ;EOR
        34413;20020121;   5.7;    ;  -3;    ;   1;     ;-999;     ;EOR
        34413;20020122;   0.0;    ;  -3;    ;-999;     ;-999;     ;EOR
        34413;20020123;   0.0;    ;  -3;    ;-999;     ;-999;     ;EOR
        34413;20020124;   2.4;    ;  -3;    ;   1;     ;-999;     ;EOR
        34413;20020125;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020126;   0.8;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020127;   2.1;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020128;   0.2;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020129;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020130;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020131;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020201;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020202;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020203;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020204;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020205;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020206;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020207;   0.4;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020208;   0.1;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020209;   2.3;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020210;   0.2;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020211;   0.1;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020212;   0.9;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020213;   0.0;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020214;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020215;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020216;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020217;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020218;   4.7;    ;-999;    ;   1;     ;   3;     ;EOR
        34413;20020219;   2.0;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020220;   0.4;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020221;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020222;   1.0;    ;-999;    ;   4;     ;-999;     ;EOR
        34413;20020223;   6.3;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020224;   0.1;    ;-999;    ;   4;     ;-999;     ;EOR
        34413;20020225;   3.7;    ;  -2;    ;   4;     ;-999;     ;EOR
        34413;20020226;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020227;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020228;   0.7;    ;-999;    ;   0;     ;   3;     ;EOR
        34413;20020301;   6.8;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020302;   7.1;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020303;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020304;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020305;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020306;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020307;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020308;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020309;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020310;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020311;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020312;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020313;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020314;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020315;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020316;   0.5;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020317;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020318;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020319;   1.9;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020320;   5.7;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020321;   3.6;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020322;   0.1;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020323;   0.0;    ;-999;    ;   4;     ;-999;     ;EOR
        34413;20020324;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020325;   0.0;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020326;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020327;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020328;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020329;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020330;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020331;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020401;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020402;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020403;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020404;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020405;   0.0;    ;-999;    ;   4;     ;-999;     ;EOR
        34413;20020406;   0.0;    ;-999;    ;   4;     ;-999;     ;EOR
        34413;20020407;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020408;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020409;   0.2;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020410;  21.0;    ;-999;    ;   3;     ;   1;     ;EOR
        34413;20020411;   0.0;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020412;   3.3;    ;-999;    ;   1;     ;   0;     ;EOR
        34413;20020413;  26.5;    ;-999;    ;   3;     ;   1;     ;EOR
        34413;20020414;   8.1;    ;-999;    ;   3;     ;-999;     ;EOR
        34413;20020415;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020416;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020417;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020418;   6.0;    ;-999;    ;   7;     ;-999;     ;EOR
        34413;20020419;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020420;   0.7;    ;-999;    ;   7;     ;-999;     ;EOR
        34413;20020421;   0.0;    ;-999;    ;   7;     ;   0;     ;EOR
        34413;20020422;   2.9;    ;-999;    ;   7;     ;   3;     ;EOR
        34413;20020423;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020424;   1.6;    ;-999;    ;   3;     ;-999;     ;EOR
        34413;20020425;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020426;   0.0;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020427;   0.0;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020428;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020429;   1.5;    ;-999;    ;   7;     ;   3;     ;EOR
        34413;20020430;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020501;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020502;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020503;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020504;   3.8;    ;-999;    ;   7;     ;-999;     ;EOR
        34413;20020505;   4.2;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020506;   0.1;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020507;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020508;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020509;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020510;  13.7;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020511;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020512;  27.2;    ;-999;    ;   9;     ;   3;     ;EOR
        34413;20020513;   0.0;    ;-999;    ;  10;     ;-999;     ;EOR
        34413;20020514;   6.5;    ;-999;    ;   7;     ;-999;     ;EOR
        34413;20020515;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020516;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020517;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020518;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020519;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020520;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020521;   0.0;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020522;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020523;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020524;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020525;   2.3;    ;-999;    ;   1;     ;   0;     ;EOR
        34413;20020526;   0.7;    ;-999;    ;   7;     ;   1;     ;EOR
        34413;20020527;   0.4;    ;-999;    ;   1;     ;   0;     ;EOR
        34413;20020528;   0.8;    ;-999;    ;   7;     ;   3;     ;EOR
        34413;20020529;   0.4;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020530;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020531;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020601;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020602;   0.0;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020603;   1.1;    ;-999;    ;   3;     ;-999;     ;EOR
        34413;20020604;   0.5;    ;-999;    ;   3;     ;-999;     ;EOR
        34413;20020605;   8.3;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020606;   2.8;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020607;   5.6;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020608;   0.8;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020609;   4.2;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020610;  27.8;    ;-999;    ;   3;     ;   1;     ;EOR
        34413;20020611;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020612;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020613;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020614;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020615;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020616;   0.0;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020617;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020618;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020619;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020620;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020621;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020622;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020623;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020624;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020625;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020626;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020627;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020628;   1.2;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020629;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020630;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020701;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020702;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020703;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020704;   3.4;    ;-999;    ;   7;     ;-999;     ;EOR
        34413;20020705;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020706;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020707;   0.0;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020708;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020709;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020710;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020711;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020712;   0.0;    ;-999;    ;  10;     ;-999;     ;EOR
        34413;20020713;   9.9;    ;-999;    ;   9;     ;-999;     ;EOR
        34413;20020714;   2.7;    ;-999;    ;   7;     ;   3;     ;EOR
        34413;20020715;   4.7;    ;-999;    ;   7;     ;   3;     ;EOR
        34413;20020716;   1.7;    ;-999;    ;   7;     ;   3;     ;EOR
        34413;20020717;   0.1;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020718;  30.4;    ;-999;    ;   7;     ;   3;     ;EOR
        34413;20020719;   0.0;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020720;   0.0;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020721;   6.2;    ;-999;    ;   7;     ;   3;     ;EOR
        34413;20020722;   0.1;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020723;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020724;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020725;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020726;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020727;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020728;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020729;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020730;   1.5;    ;-999;    ;   7;     ;   1;     ;EOR
        34413;20020731;   1.0;    ;-999;    ;   7;     ;-999;     ;EOR
        34413;20020801;   0.3;    ;-999;    ;   7;     ;   1;     ;EOR
        34413;20020802;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020803;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020804;   0.1;    ;-999;    ;   7;     ;   1;     ;EOR
        34413;20020805;   0.0;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020806;   7.1;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020807;  10.0;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020808;   7.8;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020809;   3.5;    ;-999;    ;   7;     ;   3;     ;EOR
        34413;20020810;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020811;  18.9;    ;-999;    ;   7;     ;   3;     ;EOR
        34413;20020812;  21.9;    ;-999;    ;   3;     ;   1;     ;EOR
        34413;20020813;   3.3;    ;-999;    ;   1;     ;   0;     ;EOR
        34413;20020814;   0.1;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020815;   0.1;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020816;   4.0;    ;-999;    ;   7;     ;   3;     ;EOR
        34413;20020817;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020818;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020819;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020820;   0.4;    ;-999;    ;   7;     ;   3;     ;EOR
        34413;20020821;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020822;   0.0;    ;-999;    ;  10;     ;-999;     ;EOR
        34413;20020823;   3.4;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020824;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020825;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020826;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020827;   0.5;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020828;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020829;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020830;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020831;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020901;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020902;   0.0;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20020903;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020904;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020905;   0.0;    ;-999;    ;  10;     ;-999;     ;EOR
        34413;20020906;   1.6;    ;-999;    ;   7;     ;   3;     ;EOR
        34413;20020907;   2.1;    ;-999;    ;   7;     ;-999;     ;EOR
        34413;20020908;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020909;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020910;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020911;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020912;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020913;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020914;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020915;   2.5;    ;-999;    ;   3;     ;-999;     ;EOR
        34413;20020916;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020917;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020918;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020919;   0.0;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020920;   2.1;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020921;   0.0;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020922;  10.0;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020923;   7.5;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020924;  17.0;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020925;   4.2;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020926;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020927;   0.2;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020928;   4.5;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20020929;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20020930;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021001;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021002;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021003;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021004;   0.3;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021005;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021006;   0.8;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021007;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021008;   0.2;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20021009;   1.3;    ;-999;    ;   1;     ;   0;     ;EOR
        34413;20021010;   2.0;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021011;  10.2;    ;-999;    ;   1;     ;   0;     ;EOR
        34413;20021012;  16.7;    ;-999;    ;   3;     ;   1;     ;EOR
        34413;20021013;   5.1;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021014;   1.6;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021015;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021016;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021017;   5.5;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021018;   2.0;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021019;   0.0;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20021020;   0.4;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20021021;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021022;   2.0;    ;-999;    ;   3;     ;   1;     ;EOR
        34413;20021023;   3.0;    ;-999;    ;   7;     ;   1;     ;EOR
        34413;20021024;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021025;   3.2;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021026;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021027;   0.0;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20021028;   0.0;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20021029;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021030;   2.1;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021031;   0.2;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20021101;   0.7;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20021102;   3.4;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021103;   5.1;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021104;   6.1;    ;  -3;    ;   4;     ;-999;     ;EOR
        34413;20021105;   0.4;    ;-999;    ;   4;     ;-999;     ;EOR
        34413;20021106;   0.4;    ;-999;    ;   4;     ;-999;     ;EOR
        34413;20021107;   0.9;    ;-999;    ;   4;     ;-999;     ;EOR
        34413;20021108;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021109;   1.4;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021110;   0.1;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021111;   8.8;    ;-999;    ;   2;     ;   1;     ;EOR
        34413;20021112;   0.3;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20021113;   1.6;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20021114;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021115;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021116;   0.4;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021117;   1.5;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021118;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021119;   0.3;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20021120;   0.0;    ;-999;    ;   0;     ;-999;     ;EOR
        34413;20021121;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021122;   3.6;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021123;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021124;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021125;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021126;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021127;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021128;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021129;   9.6;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021130;   1.0;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021201;   3.1;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021202;   9.6;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021203;   2.1;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021204;   0.6;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021205;   7.1;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021206;   4.8;    ;-999;    ;   1;     ;-999;     ;EOR
        34413;20021207;   0.2;    ;-999;    ;   4;     ;   0;     ;EOR
        34413;20021208;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021209;   0.0;    ;-999;    ;   4;     ;-999;     ;EOR
        34413;20021210;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021211;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021212;   0.0;    ;-999;    ;   4;     ;-999;     ;EOR
        34413;20021213;   0.0;    ;-999;    ;-999;     ;-999;     ;EOR
        34413;20021214;   0.2;    ;-999;    ;   4;     ;-999;     ;EOR
        34413;20021215;   4.0;    ;  -3;    ;   4;     ;-999;     ;EOR
        34413;20021216;   3.0;    ;   3;    ;   4;     ;-999;     ;EOR
        34413;20021217;   5.1;    ;   6;    ;   4;     ;-999;     ;EOR
        34413;20021218;   0.0;    ;  12;    ;-999;     ;-999;     ;EOR
        34413;20021219;   0.0;    ;  12;    ;-999;     ;-999;     ;EOR
        34413;20021220;   0.0;    ;  12;    ;-999;     ;-999;     ;EOR
        34413;20021221;   0.6;    ;  10;    ;   4;     ;   2;     ;EOR
        34413;20021222;   7.3;    ;   8;    ;   4;     ;-999;     ;EOR
        34413;20021223;   0.6;    ;  11;    ;   4;     ;-999;     ;EOR
        34413;20021224;   0.0;    ;  11;    ;-999;     ;-999;     ;EOR
        34413;20021225;   0.0;    ;  11;    ;-999;     ;-999;     ;EOR
        34413;20021226;   0.0;    ;  11;    ;-999;     ;-999;     ;EOR
        34413;20021227;   0.0;    ;  11;    ;-999;     ;-999;     ;EOR
        34413;20021228;   0.0;    ;  11;    ;-999;     ;-999;     ;EOR
